,NPC,Households,PV output,LLP,Diesel Cost,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,Battery operation cost,PV nominal capacity,Genset nominal capacity,Battery nominal capacity
1008,366436.6968657,188,6,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,50894.697999484,15891.7799666667,52322.8640261804
1009,234616.46720135,200,6,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,25490.220991777,25995.2757372431,0
1010,260798.540902182,188,4,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,28095.9560970472,20752.051728343,0
1011,278796.598343098,188,6,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,34718.593754136,22710.3003206872,0
1012,278769.48452947,188,4,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,34688.5695374989,22711.28854789,0
1013,246366.558725248,188,4,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,30999.7687504907,25701.3763545343,0
1014,165098.807652691,188,8,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,17354.3034921764,21146.0769279733,0
1015,313229.530022436,188,1,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,38860.7483171581,16901.7054049301,35944.9711678006
1016,275607.349217156,200,6,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,31041.6299998812,21694.119737572,0
1017,312782.078556907,188,2,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,39082.9374703728,16828.2409227326,36533.9932791687
1018,375299.705151349,200,8,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,37505.8392550481,22575.4120867222,0
1019,170483.84957556,200,3,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,19505.476716927,21922.5053311961,0
1020,179059.856903708,188,2,0.0372,0.392,1.634,1.384,0.585,4.125E-05,17670.6505544672,21559.3672393145,0
1021,161229.225442895,188,1,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,18209.9668846454,20783.9806002721,0
1022,245305.587446924,188,7,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,30766.753163,25488.6475427575,0
1023,369263.167503785,200,0,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,51473.3635977536,14787.3737,72595.1537009302
1024,145511.233835378,188,5,0.0109,0.225,1.413,1.587,0.563,3.875E-05,17557.9560268247,25763.3608604564,0
1025,190120.131478774,200,0,0.0372,0.392,1.634,1.384,0.585,4.125E-05,18666.0838245297,22811.1531146465,0
1026,358369.753408802,188,7,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,35455.4284529695,21720.0439662997,0
1027,314955.037696505,188,0,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,38947.5177809588,17117.580881898,34068.6093031934
1028,364238.017935479,200,1,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,35132.4809425125,22364.4297456399,1490.49528857027
1029,386585.992319721,200,6,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,53878.3411683586,16512.4282907733,53638.5979934147
1030,259059.248876556,200,9,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,32999.5471598677,26633.0806512139,0
1031,346929.484117181,188,0,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,33281.9466268326,21747.2425936796,0
1032,246104.581230947,188,6,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,31120.5440865195,25542.4387720412,0
1033,361515.999427957,188,8,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,51031.9153342982,15133.3650045707,57928.2706190563
1034,263955.131137499,200,2,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,28954.6699752123,21449.7874549289,0
1035,174774.295175299,200,5,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,18335.1865821312,22446.8760567623,0
1036,274629.687221239,200,7,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,31127.7767619892,21518.2382737074,0
1037,376490.161666307,200,5,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,37167.8105325508,22615.6444002912,0
1038,260275.667565719,188,9,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,28242.5250740079,20705.2685836837,0
1039,293447.565762529,200,9,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,36983.3848823697,23630.4782751735,0
1040,250526.749736297,188,1,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,27182.489434295,20741.1690003251,0
1041,282872.301338398,200,1,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,34206.6425375659,23648.5034501728,0
1042,150189.988911127,200,0,0.0109,0.225,1.413,1.587,0.563,3.875E-05,18807.1416051319,26428.7468354658,0
1043,161354.256152344,188,3,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,18217.3690581111,20789.1192445284,0
1044,220036.282754785,188,5,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23571.8835380212,24525.503883672,0
1045,166345.624378648,188,6,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,16297.9997520183,21462.6799569204,0
1046,251673.399783536,188,0,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,27180.619234788,20746.4010194947,0
1047,189236.91979833,200,2,0.0372,0.392,1.634,1.384,0.585,4.125E-05,18873.2451171088,22701.3719143517,0
1048,155265.010171261,200,6,0.0109,0.225,1.413,1.587,0.563,3.875E-05,19721.5641850411,27166.3196617497,0
1049,146467.15971577,188,4,0.0109,0.225,1.413,1.587,0.563,3.875E-05,17678.0300279084,25901.9873868871,0
1050,170965.172240362,200,0,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,19299.897858513,21990.3259675713,0
1051,149797.489799696,200,3,0.0109,0.225,1.413,1.587,0.563,3.875E-05,18854.9718807983,26354.1923993135,0
1052,344369.868316277,200,7,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,40693.2814377806,19878.3895709227,15689.4340514065
1053,212807.888608963,188,1,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23366.2080503179,23879.7984208902,0
1054,236069.797885319,188,3,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,27163.170230169,25133.1421448914,0
1055,330450.171464832,200,3,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,41681.1041108474,17381.6932678185,38308.6017122598
1056,325186.398868856,188,5,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,38549.2413663497,18837.9126409047,19091.9125377943
1057,232757.407408588,200,5,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,25294.9641067972,25847.3998307512,0
1058,249037.174986909,200,2,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,30298.5959709506,26380.2758502314,0
1059,347893.152045852,188,3,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,48761.5904248281,14089.8243535122,71840.6724341553
1060,235675.946041936,188,2,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,27314.5151727783,25130.4877110851,0
1061,366811.345102615,200,1,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,51217.5782360626,14684.3296410534,73610.3961425318
1062,273394.52512705,200,5,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,30729.3113553024,21628.072003953,0
1063,250743.907566323,188,3,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,27255.8164161564,20742.3813959819,0
1064,379327.452657976,200,6,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,37853.6280391144,22615.766746491,0
1065,224797.241278862,200,2,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,24978.2134760295,25178.0156718763,0
1066,378096.166653386,200,7,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,37727.16669641,22579.013202786,0
1067,141565.447812141,188,3,0.0109,0.225,1.413,1.587,0.563,3.875E-05,17531.4882434648,25000.7736647815,0
1068,155200.757077825,200,4,0.0109,0.225,1.413,1.587,0.563,3.875E-05,19771.4423636537,27132.0137367933,0
1069,294129.80726269,200,6,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,36982.4154865087,23650.8158767516,0
1070,234543.105705758,200,4,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,25340.8304180639,26007.3317937377,0
1071,267891.531032914,188,2,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,32299.6688695442,22708.9441923591,0
1072,278153.310360531,188,9,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,34733.6700204918,22693.8624529525,0
1073,144707.093506593,188,8,0.0109,0.225,1.413,1.587,0.563,3.875E-05,17286.4648188415,25493.017046415,0
1074,277969.820495531,188,7,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,34643.6108754841,22690.805983497,0
1075,170342.457807385,200,1,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,19452.6669208105,21909.2418193583,0
1076,260386.743607969,200,4,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,33336.0286500669,27013.9229140733,0
1077,344619.283218614,200,9,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,41004.7153412516,19786.6210833372,16461.2809338086
1078,145474.986879743,188,7,0.0109,0.225,1.413,1.587,0.563,3.875E-05,17197.6423399014,25670.7507675758,0
1079,220750.840702094,188,7,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23113.2581435529,24470.1821183223,0
1080,161092.72413455,188,2,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,18238.984354942,20771.5989549516,0
1081,175829.939814882,200,6,0.0463,0.337,1.371,1.451,0.416,2.20454545454545E-05,17647.770989158,22609.7658361775,0
1082,258286.779728955,188,8,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,28243.7329006211,20700.225759889,0
1083,256918.149532606,200,8,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,32643.0515725687,26493.8103876814,0
1084,385154.22044598,200,7,0.0228,1.173,1.514,1.521,0.524,3.43181818181818E-05,53423.6650594872,16222.2307559855,54542.3128805579
1085,195211.862793579,200,9,0.0372,0.392,1.634,1.384,0.585,4.125E-05,16252.5083368165,23442.0416632992,0
1086,268423.470397586,188,3,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,32252.6415884453,22709.5179400187,0
1087,244336.601862282,188,5,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,30400.498702988,25565.1517572351,0
1088,195536.98384947,200,4,0.0372,0.392,1.634,1.384,0.585,4.125E-05,15247.8624904373,23676.619151415,0
1089,243017.896563067,188,8,0.0035,0.585,1.471,1.621,0.698,5.40909090909091E-05,30172.8253083914,25186.1901652525,0
1090,184466.472117375,188,7,0.0372,0.392,1.634,1.384,0.585,4.125E-05,15133.6188176599,22214.5269666667,0
1091,219265.54287993,188,8,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23308.0063853034,24276.2005896216,0
1092,345583.106262108,188,3,0.0281,1.071,1.751,1.564,0.668,5.06818181818182E-05,32926.1695834322,21746.4788729354,0
1093,250250.821388008,188,2,0.0401,0.691,1.657,1.35,0.438,2.45454545454545E-05,27149.7417676869,20739.4481140472,0
1094,269431.415496539,188,0,0.019,0.785,1.339,1.487,0.637,4.71590909090909E-05,32508.6466544438,22708.3974216091,0
1095,332059.922551834,200,0,0.0341,0.955,1.567,1.666,0.499,3.14772727272727E-05,41318.0831163583,17661.6936318429,35914.6888352176
1096,221736.767883994,188,6,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23693.2077824223,24647.2260738213,0
1097,154293.352841191,200,9,0.0109,0.225,1.413,1.587,0.563,3.875E-05,19025.2119460521,27007.4409943088,0
1098,225004.077800852,200,1,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,25067.5851002312,25141.9933892739,0
1099,221698.811312044,188,4,0.0098,0.513,1.731,1.3,0.483,2.96590909090909E-05,23618.5685694188,24668.596492316,0
1100,154045.039271067,200,7,0.0109,0.225,1.413,1.587,0.563,3.875E-05,19016.717046685,26926.4871376447,0
